date,account_id,service,region,environment,cost_usd,usage_type,pricing_model,project,owner,currency
2026-01-27,1936,Amazon S3,us-east-1,Production,49.3,Compute,Reserved,Analytics,Miguel,USD
2026-01-27,1434,Amazon S3,us-west-2,QA,50.53,Network,On-Demand,WebApp,Miguel,USD
2026-01-27,1684,Amazon EC2,us-west-2,QA,53.77,Storage,Spot,FinOps,DevOps,USD
2026-01-27,1732,Amazon S3,eu-central-1,Production,11.65,Storage,Spot,WebApp,DataTeam,USD
2026-01-27,1506,Amazon RDS,eu-central-1,QA,38.24,Network,Reserved,WebApp,DataTeam,USD
2026-01-27,1904,Amazon EC2,eu-central-1,QA,78.42,Network,On-Demand,FinOps,DataTeam,USD
2026-01-27,1868,Amazon S3,us-east-1,QA,81.29,Storage,On-Demand,WebApp,Miguel,USD
2026-01-27,1703,AWS Lambda,us-east-1,Production,21.14,Compute,Spot,Analytics,Miguel,USD
2026-01-27,1400,Amazon S3,eu-central-1,Production,61.73,Storage,Reserved,FinOps,Miguel,USD
2026-01-27,1843,Amazon S3,us-west-2,Dev,73.06,Storage,Spot,FinOps,Miguel,USD
2026-01-27,1385,AWS Lambda,us-west-2,QA,91.24,Network,Spot,FinOps,DataTeam,USD
2026-01-27,1177,Amazon S3,eu-central-1,QA,47.82,Storage,On-Demand,Analytics,DataTeam,USD
2026-01-27,1238,Amazon EC2,eu-central-1,QA,76.08,Compute,On-Demand,Analytics,Miguel,USD
2026-01-27,1916,Amazon RDS,us-west-2,QA,25.78,Network,Reserved,Analytics,DevOps,USD
2026-01-27,1974,CloudFront,eu-central-1,Production,98.41,Storage,On-Demand,FinOps,Miguel,USD
2026-01-27,1574,CloudFront,us-west-2,QA,44.45,Network,Spot,FinOps,DataTeam,USD
2026-01-27,1687,Amazon S3,us-west-2,Dev,90.3,Network,Spot,FinOps,DevOps,USD
2026-01-28,1229,CloudFront,us-west-2,QA,76.06,Compute,Reserved,FinOps,DataTeam,USD
2026-01-28,1275,AWS Lambda,eu-central-1,Dev,76.08,Compute,Reserved,WebApp,Miguel,USD
2026-01-28,1674,AWS Lambda,eu-central-1,Production,33.88,Compute,On-Demand,WebApp,DevOps,USD
2026-01-28,1916,AWS Lambda,eu-central-1,QA,58.79,Network,On-Demand,WebApp,DataTeam,USD
2026-01-28,1432,Amazon S3,eu-central-1,Production,53.61,Storage,Spot,WebApp,Miguel,USD
2026-01-28,1124,CloudFront,us-west-2,Production,60.19,Compute,On-Demand,WebApp,DevOps,USD
2026-01-28,1449,AWS Lambda,us-west-2,Dev,41.98,Network,Spot,WebApp,DataTeam,USD
2026-01-28,1694,Amazon S3,us-east-1,Production,25.11,Network,On-Demand,Analytics,DataTeam,USD
2026-01-28,1169,Amazon EC2,us-west-2,Dev,52.88,Network,On-Demand,Analytics,DevOps,USD
2026-01-28,1887,Amazon S3,eu-central-1,Production,20.9,Compute,Spot,FinOps,DevOps,USD
2026-01-28,1181,Amazon EC2,us-west-2,QA,19.84,Network,On-Demand,WebApp,DataTeam,USD
2026-01-28,1942,Amazon S3,us-east-1,Dev,95.13,Storage,Reserved,FinOps,DevOps,USD
2026-01-28,1042,AWS Lambda,eu-central-1,QA,70.14,Storage,Spot,Analytics,DataTeam,USD
2026-01-28,1972,CloudFront,us-west-2,Dev,84.21,Storage,Reserved,Analytics,DevOps,USD
2026-01-28,1935,Amazon RDS,eu-central-1,QA,71.75,Compute,Reserved,Analytics,Miguel,USD
2026-01-28,1627,Amazon RDS,eu-central-1,QA,67.61,Network,On-Demand,WebApp,DevOps,USD
2026-01-28,1180,AWS Lambda,eu-central-1,Production,16.9,Network,On-Demand,Analytics,Miguel,USD
2026-01-28,1263,Amazon EC2,eu-central-1,Production,78.71,Storage,Spot,FinOps,DevOps,USD
2026-01-28,1944,Amazon RDS,us-east-1,QA,94.11,Network,Reserved,WebApp,DataTeam,USD
2026-01-28,1070,Amazon S3,us-west-2,QA,50.12,Storage,Reserved,Analytics,DevOps,USD
2026-01-29,1083,CloudFront,eu-central-1,Dev,77.13,Network,Spot,Analytics,Miguel,USD
2026-01-29,1649,Amazon RDS,eu-central-1,Dev,38.6,Compute,On-Demand,Analytics,DataTeam,USD
2026-01-29,1222,Amazon RDS,us-west-2,QA,87.14,Network,Spot,Analytics,DataTeam,USD
2026-01-29,1987,AWS Lambda,us-west-2,QA,18.03,Storage,Reserved,Analytics,DevOps,USD
2026-01-29,1111,Amazon RDS,us-west-2,Production,12.82,Network,Spot,WebApp,DataTeam,USD
2026-01-29,1438,Amazon EC2,us-west-2,Dev,44.77,Compute,Reserved,FinOps,Miguel,USD
2026-01-29,1370,Amazon S3,us-east-1,Production,23.93,Network,Spot,WebApp,DevOps,USD
2026-01-29,1848,CloudFront,us-east-1,QA,23.54,Storage,On-Demand,FinOps,DevOps,USD
2026-01-29,1427,Amazon RDS,us-west-2,Production,67.52,Compute,Spot,Analytics,DevOps,USD
2026-01-29,1186,Amazon RDS,us-east-1,QA,90.81,Compute,On-Demand,FinOps,Miguel,USD
2026-01-29,1588,AWS Lambda,us-east-1,QA,87.61,Storage,Spot,FinOps,Miguel,USD
2026-01-29,1485,AWS Lambda,eu-central-1,QA,86.2,Compute,Reserved,WebApp,DevOps,USD
2026-01-29,1757,CloudFront,us-west-2,QA,62.37,Storage,Spot,Analytics,Miguel,USD
2026-01-29,1905,AWS Lambda,eu-central-1,Production,37.06,Network,Spot,FinOps,DevOps,USD
2026-01-29,1701,CloudFront,us-east-1,Production,25.95,Storage,On-Demand,Analytics,DevOps,USD
2026-01-29,1524,Amazon RDS,us-east-1,Production,62.03,Compute,On-Demand,FinOps,DataTeam,USD
2026-01-29,1480,Amazon RDS,us-east-1,Production,23.95,Storage,Reserved,WebApp,Miguel,USD
2026-01-29,1473,AWS Lambda,eu-central-1,Production,61.05,Compute,On-Demand,FinOps,Miguel,USD
2026-01-29,1757,Amazon S3,us-west-2,Production,61.71,Network,On-Demand,Analytics,Miguel,USD
2026-01-29,1780,Amazon S3,eu-central-1,Dev,77.47,Network,On-Demand,WebApp,DevOps,USD
2026-01-30,1179,Amazon EC2,us-west-2,Production,16.72,Storage,On-Demand,FinOps,Miguel,USD
2026-01-30,1043,Amazon EC2,eu-central-1,Production,47.66,Compute,Spot,FinOps,Miguel,USD
2026-01-30,1952,Amazon EC2,eu-central-1,QA,71.08,Network,Reserved,Analytics,DevOps,USD
2026-01-30,1614,AWS Lambda,eu-central-1,Production,78.41,Storage,On-Demand,FinOps,Miguel,USD
2026-01-30,1613,Amazon S3,us-east-1,Dev,83.55,Storage,On-Demand,FinOps,DevOps,USD
2026-01-30,1138,AWS Lambda,us-east-1,Dev,96.34,Network,Spot,WebApp,DevOps,USD
2026-01-30,1005,Amazon EC2,eu-central-1,QA,33.09,Storage,Spot,FinOps,DevOps,USD
2026-01-30,1579,Amazon RDS,us-west-2,QA,91.73,Storage,On-Demand,Analytics,Miguel,USD
2026-01-30,1227,Amazon EC2,eu-central-1,QA,80.48,Network,Reserved,WebApp,Miguel,USD
2026-01-30,1209,Amazon S3,us-east-1,Production,98.56,Storage,Reserved,WebApp,Miguel,USD
2026-01-30,1286,Amazon RDS,eu-central-1,QA,47.63,Network,Reserved,WebApp,DataTeam,USD
2026-01-30,1072,Amazon S3,us-west-2,QA,21.83,Compute,Spot,Analytics,DevOps,USD
2026-01-30,1270,Amazon EC2,eu-central-1,Dev,68.03,Storage,Spot,Analytics,DevOps,USD
2026-01-30,1851,Amazon S3,eu-central-1,Production,33.39,Compute,Reserved,FinOps,DataTeam,USD
2026-01-30,1377,AWS Lambda,us-east-1,Dev,87.0,Storage,On-Demand,Analytics,Miguel,USD
2026-01-30,1883,Amazon EC2,us-west-2,Dev,51.82,Storage,Reserved,WebApp,DataTeam,USD
2026-01-30,1788,Amazon EC2,us-east-1,QA,56.94,Compute,Spot,WebApp,DevOps,USD
2026-01-30,1090,Amazon RDS,us-west-2,Dev,82.99,Storage,Spot,WebApp,DataTeam,USD
2026-01-30,1344,Amazon S3,us-east-1,Production,29.12,Compute,Reserved,FinOps,Miguel,USD
2026-01-30,1055,CloudFront,eu-central-1,Dev,60.58,Compute,On-Demand,WebApp,DataTeam,USD
2026-01-31,1359,Amazon EC2,eu-central-1,QA,87.03,Network,Reserved,FinOps,DevOps,USD
2026-01-31,1892,CloudFront,us-west-2,QA,80.39,Network,Spot,Analytics,Miguel,USD
2026-01-31,1246,Amazon S3,eu-central-1,Dev,70.74,Network,Reserved,FinOps,DevOps,USD
2026-01-31,1832,Amazon EC2,us-east-1,Production,70.43,Storage,On-Demand,WebApp,Miguel,USD
2026-01-31,1207,AWS Lambda,us-west-2,Production,9.92,Storage,Reserved,FinOps,Miguel,USD
2026-01-31,1495,Amazon EC2,us-west-2,Dev,84.89,Storage,Reserved,WebApp,Miguel,USD
2026-01-31,1794,CloudFront,us-east-1,Dev,31.2,Network,Reserved,FinOps,DataTeam,USD
2026-01-31,1816,Amazon S3,eu-central-1,Dev,62.16,Network,On-Demand,Analytics,DataTeam,USD
2026-01-31,1447,AWS Lambda,us-west-2,QA,36.55,Compute,Reserved,Analytics,Miguel,USD
2026-01-31,1886,Amazon RDS,eu-central-1,Production,78.49,Network,Spot,FinOps,DevOps,USD
2026-01-31,1915,AWS Lambda,eu-central-1,QA,84.2,Compute,On-Demand,FinOps,DevOps,USD
2026-01-31,1049,AWS Lambda,us-east-1,Production,38.72,Compute,Reserved,Analytics,DataTeam,USD
2026-01-31,1879,CloudFront,eu-central-1,Production,32.36,Network,Reserved,FinOps,DataTeam,USD
2026-01-31,1863,Amazon RDS,us-east-1,QA,57.92,Storage,Spot,WebApp,DevOps,USD
2026-01-31,1486,Amazon EC2,us-east-1,QA,89.19,Network,Spot,Analytics,Miguel,USD
2026-01-31,1975,Amazon EC2,eu-central-1,QA,76.48,Storage,Reserved,FinOps,Miguel,USD
2026-01-31,1422,CloudFront,us-west-2,Production,89.89,Network,On-Demand,Analytics,DataTeam,USD
2026-01-31,1493,Amazon S3,us-east-1,Production,52.55,Storage,Reserved,WebApp,DataTeam,USD
2026-01-31,1740,Amazon EC2,us-west-2,QA,35.9,Network,Spot,WebApp,DataTeam,USD
2026-01-31,1810,AWS Lambda,us-east-1,Production,42.54,Compute,Spot,FinOps,DataTeam,USD
2026-02-01,1533,AWS Lambda,us-east-1,QA,79.41,Network,On-Demand,WebApp,DataTeam,USD
2026-02-01,1392,AWS Lambda,eu-central-1,QA,70.36,Compute,Spot,FinOps,Miguel,USD
2026-02-01,1082,Amazon S3,us-east-1,Production,44.89,Network,Reserved,FinOps,DataTeam,USD
2026-02-01,1247,CloudFront,eu-central-1,Dev,80.74,Storage,On-Demand,Analytics,DataTeam,USD
2026-02-01,1024,Amazon EC2,us-west-2,Production,62.23,Storage,Reserved,WebApp,DevOps,USD
2026-02-01,1596,AWS Lambda,us-east-1,QA,97.6,Network,On-Demand,Analytics,DataTeam,USD
2026-02-01,1120,Amazon RDS,us-west-2,QA,9.81,Network,On-Demand,WebApp,DataTeam,USD
2026-02-01,1186,AWS Lambda,us-west-2,QA,79.25,Network,Spot,WebApp,DataTeam,USD
2026-02-01,1699,Amazon RDS,us-east-1,Production,5.59,Storage,Spot,WebApp,DevOps,USD
2026-02-01,1011,Amazon RDS,us-east-1,QA,20.52,Network,On-Demand,FinOps,Miguel,USD
2026-02-01,1089,CloudFront,us-west-2,Dev,64.51,Compute,Reserved,WebApp,DataTeam,USD
2026-02-01,1070,Amazon S3,us-east-1,Dev,47.0,Network,Spot,WebApp,DataTeam,USD
2026-02-01,1786,Amazon RDS,us-east-1,QA,24.82,Compute,Spot,WebApp,Miguel,USD
2026-02-01,1280,Amazon RDS,us-west-2,Production,39.3,Storage,Reserved,FinOps,DataTeam,USD
2026-02-01,1029,Amazon RDS,us-east-1,Production,71.23,Compute,Spot,Analytics,DataTeam,USD
2026-02-01,1867,CloudFront,us-west-2,Production,33.24,Network,Spot,WebApp,DataTeam,USD
2026-02-01,1238,Amazon RDS,eu-central-1,Dev,18.41,Storage,Reserved,FinOps,DevOps,USD
2026-02-01,1676,AWS Lambda,us-west-2,QA,8.32,Storage,On-Demand,Analytics,Miguel,USD
2026-02-01,1606,Amazon S3,eu-central-1,Production,21.06,Network,Spot,FinOps,Miguel,USD
2026-02-01,1414,CloudFront,eu-central-1,Production,49.43,Storage,Spot,Analytics,DataTeam,USD
2026-02-02,1315,Amazon S3,us-east-1,QA,7.24,Network,Spot,FinOps,DevOps,USD
2026-02-02,1003,CloudFront,eu-central-1,QA,54.74,Network,On-Demand,FinOps,DevOps,USD
2026-02-02,1991,Amazon RDS,us-east-1,Production,24.98,Storage,Spot,Analytics,DataTeam,USD
2026-02-02,1107,Amazon RDS,eu-central-1,QA,32.34,Storage,Spot,WebApp,Miguel,USD
2026-02-02,1011,AWS Lambda,eu-central-1,QA,89.51,Storage,Reserved,FinOps,DataTeam,USD
2026-02-02,1693,Amazon RDS,us-west-2,QA,18.62,Compute,Reserved,Analytics,Miguel,USD
2026-02-02,1360,CloudFront,us-west-2,QA,28.85,Storage,On-Demand,Analytics,Miguel,USD
2026-02-02,1753,Amazon RDS,eu-central-1,Production,74.74,Storage,Reserved,FinOps,DataTeam,USD
2026-02-02,1423,Amazon RDS,us-east-1,QA,6.3,Compute,Reserved,WebApp,DataTeam,USD
2026-02-02,1434,Amazon EC2,us-west-2,Production,65.17,Compute,Reserved,Analytics,Miguel,USD
2026-02-02,1612,Amazon RDS,us-east-1,Production,52.53,Storage,Reserved,Analytics,Miguel,USD
2026-02-02,1727,Amazon S3,us-west-2,QA,92.14,Storage,Reserved,FinOps,DataTeam,USD
2026-02-02,1355,CloudFront,us-east-1,Dev,84.57,Storage,Reserved,WebApp,DevOps,USD
2026-02-02,1122,CloudFront,eu-central-1,Dev,67.87,Network,Reserved,WebApp,DevOps,USD
2026-02-02,1911,Amazon RDS,us-east-1,Dev,84.54,Compute,Spot,Analytics,DevOps,USD
2026-02-02,1400,Amazon RDS,us-east-1,QA,92.25,Storage,On-Demand,FinOps,DevOps,USD
2026-02-02,1854,Amazon RDS,eu-central-1,QA,16.23,Compute,On-Demand,WebApp,DevOps,USD
2026-02-02,1475,Amazon EC2,eu-central-1,QA,6.23,Network,On-Demand,WebApp,DevOps,USD
2026-02-02,1200,CloudFront,us-east-1,QA,82.16,Network,Reserved,Analytics,Miguel,USD
2026-02-02,1507,CloudFront,eu-central-1,Dev,42.04,Compute,Spot,WebApp,DevOps,USD
2026-02-03,1924,AWS Lambda,us-west-2,QA,11.25,Storage,Spot,FinOps,DevOps,USD
2026-02-03,1436,Amazon S3,eu-central-1,Dev,43.26,Compute,Reserved,FinOps,DevOps,USD
2026-02-03,1130,Amazon EC2,eu-central-1,Dev,59.96,Compute,On-Demand,WebApp,DevOps,USD
2026-02-03,1101,AWS Lambda,eu-central-1,Dev,79.13,Compute,On-Demand,Analytics,DevOps,USD
2026-02-03,1876,CloudFront,us-west-2,Production,23.64,Storage,Reserved,WebApp,DataTeam,USD
2026-02-03,1076,AWS Lambda,us-east-1,Production,84.08,Network,Spot,WebApp,DevOps,USD
2026-02-03,1665,AWS Lambda,us-west-2,Production,93.59,Storage,Spot,WebApp,DataTeam,USD
2026-02-03,1741,Amazon RDS,us-east-1,QA,19.62,Network,Spot,Analytics,DevOps,USD
2026-02-03,1358,AWS Lambda,us-east-1,Dev,71.54,Storage,Reserved,WebApp,DevOps,USD
2026-02-03,1420,CloudFront,us-west-2,Dev,35.0,Compute,On-Demand,FinOps,Miguel,USD
2026-02-03,1115,Amazon EC2,us-west-2,Production,93.41,Network,Reserved,Analytics,DevOps,USD
2026-02-03,1437,Amazon RDS,us-east-1,Production,80.05,Storage,Spot,WebApp,Miguel,USD
2026-02-03,1920,Amazon S3,us-west-2,Dev,37.23,Storage,Reserved,WebApp,DataTeam,USD
2026-02-03,1272,Amazon RDS,eu-central-1,QA,38.7,Compute,On-Demand,WebApp,DataTeam,USD
2026-02-03,1946,Amazon EC2,us-west-2,QA,63.33,Compute,Reserved,Analytics,DataTeam,USD
2026-02-03,1489,Amazon EC2,eu-central-1,QA,17.86,Compute,On-Demand,Analytics,DataTeam,USD
2026-02-03,1390,Amazon EC2,us-east-1,QA,43.14,Compute,On-Demand,FinOps,DataTeam,USD
2026-02-03,1912,Amazon RDS,eu-central-1,QA,10.56,Compute,Spot,Analytics,DataTeam,USD
2026-02-03,1188,Amazon EC2,eu-central-1,Dev,29.15,Storage,Spot,WebApp,DevOps,USD
2026-02-03,1657,Amazon EC2,us-east-1,Production,19.39,Network,Spot,FinOps,Miguel,USD
2026-02-04,1943,Amazon S3,eu-central-1,Dev,83.7,Storage,Reserved,WebApp,DataTeam,USD
2026-02-04,1267,Amazon RDS,us-west-2,QA,34.16,Network,Spot,FinOps,Miguel,USD
2026-02-04,1857,Amazon S3,eu-central-1,QA,21.83,Storage,Reserved,WebApp,Miguel,USD
2026-02-04,1606,Amazon S3,us-west-2,Dev,6.0,Storage,On-Demand,Analytics,Miguel,USD
2026-02-04,1629,Amazon RDS,us-west-2,Production,37.48,Storage,On-Demand,WebApp,Miguel,USD
2026-02-04,1746,Amazon EC2,us-west-2,Dev,46.79,Network,On-Demand,Analytics,DataTeam,USD
2026-02-04,1134,AWS Lambda,eu-central-1,QA,41.41,Compute,Reserved,FinOps,DevOps,USD
2026-02-04,1522,Amazon S3,eu-central-1,QA,30.12,Storage,On-Demand,Analytics,DataTeam,USD
2026-02-04,1382,Amazon RDS,us-west-2,QA,79.52,Compute,On-Demand,WebApp,DevOps,USD
2026-02-04,1223,Amazon RDS,eu-central-1,Production,50.44,Storage,On-Demand,Analytics,Miguel,USD
2026-02-04,1553,CloudFront,us-east-1,Production,26.54,Network,Reserved,WebApp,DevOps,USD
2026-02-04,1122,CloudFront,eu-central-1,Production,22.52,Compute,Spot,WebApp,DataTeam,USD
2026-02-04,1622,Amazon RDS,us-west-2,Dev,95.48,Network,Spot,Analytics,DevOps,USD
2026-02-04,1690,Amazon RDS,us-east-1,Production,11.76,Network,On-Demand,WebApp,Miguel,USD
2026-02-04,1333,Amazon RDS,us-east-1,Dev,9.63,Network,Spot,Analytics,DataTeam,USD
2026-02-04,1789,Amazon EC2,us-east-1,Dev,47.86,Storage,Spot,Analytics,Miguel,USD
2026-02-04,1305,Amazon EC2,us-east-1,Dev,80.67,Storage,Reserved,FinOps,Miguel,USD
2026-02-04,1133,AWS Lambda,eu-central-1,Dev,95.15,Storage,Reserved,FinOps,DevOps,USD
2026-02-04,1657,Amazon RDS,eu-central-1,Production,68.69,Network,Spot,WebApp,Miguel,USD
2026-02-04,1731,Amazon RDS,us-east-1,QA,98.91,Network,Reserved,Analytics,DevOps,USD
2026-02-05,1268,CloudFront,us-east-1,Dev,9.84,Storage,Spot,Analytics,DataTeam,USD
2026-02-05,1812,Amazon S3,us-west-2,Production,92.63,Network,On-Demand,Analytics,DevOps,USD
2026-02-05,1438,Amazon EC2,eu-central-1,Production,99.29,Compute,Reserved,Analytics,DataTeam,USD
2026-02-05,1427,CloudFront,us-east-1,Dev,43.92,Network,Reserved,WebApp,DataTeam,USD
2026-02-05,1849,AWS Lambda,eu-central-1,Production,40.35,Network,On-Demand,Analytics,Miguel,USD
2026-02-05,1409,CloudFront,eu-central-1,QA,66.97,Storage,On-Demand,Analytics,DevOps,USD
2026-02-05,1309,Amazon RDS,us-west-2,Production,42.62,Storage,Spot,WebApp,DataTeam,USD
2026-02-05,1793,CloudFront,us-east-1,Dev,43.86,Storage,Spot,WebApp,DevOps,USD
2026-02-05,1874,AWS Lambda,eu-central-1,QA,94.17,Storage,Spot,WebApp,Miguel,USD
2026-02-05,1312,CloudFront,eu-central-1,Production,34.93,Storage,Spot,WebApp,DevOps,USD
2026-02-05,1134,Amazon S3,us-west-2,Production,29.81,Compute,On-Demand,FinOps,Miguel,USD
2026-02-05,1089,CloudFront,us-east-1,Dev,46.85,Compute,Reserved,FinOps,Miguel,USD
2026-02-05,1936,Amazon RDS,us-west-2,Dev,35.31,Compute,Reserved,WebApp,Miguel,USD
2026-02-05,1549,CloudFront,us-west-2,Dev,35.28,Storage,Spot,WebApp,Miguel,USD
2026-02-05,1224,AWS Lambda,eu-central-1,QA,72.87,Compute,On-Demand,WebApp,DataTeam,USD
2026-02-05,1995,Amazon EC2,us-east-1,Dev,51.98,Storage,Spot,Analytics,Miguel,USD
2026-02-05,1220,Amazon S3,eu-central-1,Production,45.82,Storage,Spot,FinOps,Miguel,USD
2026-02-05,1914,Amazon S3,us-east-1,QA,22.21,Network,Reserved,Analytics,Miguel,USD
2026-02-05,1044,CloudFront,us-west-2,Dev,45.52,Compute,Spot,WebApp,DevOps,USD
2026-02-05,1009,Amazon S3,us-west-2,Dev,25.33,Compute,On-Demand,WebApp,DevOps,USD
2026-02-06,1190,Amazon RDS,us-east-1,Dev,80.87,Compute,Spot,WebApp,Miguel,USD
2026-02-06,1068,Amazon RDS,eu-central-1,Dev,58.64,Storage,Spot,Analytics,Miguel,USD
2026-02-06,1771,CloudFront,us-west-2,Dev,73.41,Network,On-Demand,WebApp,DevOps,USD
2026-02-06,1989,Amazon EC2,us-east-1,Production,25.96,Compute,Reserved,FinOps,Miguel,USD
2026-02-06,1548,Amazon RDS,us-west-2,Dev,77.2,Storage,Reserved,WebApp,DevOps,USD
2026-02-06,1150,CloudFront,us-east-1,QA,40.52,Compute,Spot,WebApp,Miguel,USD
2026-02-06,1787,Amazon S3,eu-central-1,Dev,22.33,Compute,On-Demand,Analytics,DevOps,USD
2026-02-06,1105,Amazon RDS,eu-central-1,QA,39.86,Network,Reserved,WebApp,DataTeam,USD
2026-02-06,1191,Amazon RDS,us-east-1,Production,42.84,Network,Reserved,WebApp,DataTeam,USD
2026-02-06,1323,Amazon EC2,eu-central-1,Dev,35.75,Network,Spot,Analytics,Miguel,USD
2026-02-06,1869,AWS Lambda,eu-central-1,QA,37.23,Compute,Spot,Analytics,DevOps,USD
2026-02-06,1731,Amazon S3,eu-central-1,QA,56.86,Compute,On-Demand,WebApp,DevOps,USD
2026-02-06,1545,Amazon S3,us-east-1,QA,70.58,Network,Reserved,FinOps,DataTeam,USD
2026-02-06,1438,Amazon EC2,us-east-1,QA,66.34,Storage,Spot,WebApp,DataTeam,USD
2026-02-06,1283,Amazon S3,eu-central-1,Production,86.83,Storage,Spot,Analytics,Miguel,USD
2026-02-06,1327,AWS Lambda,eu-central-1,QA,86.56,Compute,On-Demand,FinOps,Miguel,USD
2026-02-06,1034,Amazon RDS,eu-central-1,Production,21.04,Network,Spot,FinOps,DevOps,USD
2026-02-06,1086,Amazon RDS,us-east-1,Production,84.46,Compute,On-Demand,Analytics,DevOps,USD
2026-02-06,1164,Amazon RDS,us-east-1,Production,62.41,Network,On-Demand,WebApp,DevOps,USD
2026-02-06,1115,AWS Lambda,us-west-2,Production,72.04,Compute,Spot,WebApp,Miguel,USD
2026-02-07,1023,Amazon RDS,eu-central-1,QA,43.74,Storage,Reserved,WebApp,DevOps,USD
2026-02-07,1270,AWS Lambda,us-west-2,Production,30.7,Network,Reserved,WebApp,Miguel,USD
2026-02-07,1865,Amazon EC2,us-east-1,QA,91.59,Compute,On-Demand,Analytics,DataTeam,USD
2026-02-07,1333,Amazon RDS,us-east-1,Dev,54.45,Storage,Spot,FinOps,DevOps,USD
2026-02-07,1920,CloudFront,us-west-2,QA,98.36,Storage,Reserved,FinOps,Miguel,USD
2026-02-07,1567,Amazon EC2,us-west-2,Dev,49.46,Compute,On-Demand,Analytics,DevOps,USD
2026-02-07,1783,CloudFront,us-west-2,QA,68.99,Network,On-Demand,Analytics,DevOps,USD
2026-02-07,1131,Amazon S3,us-east-1,Production,35.48,Storage,On-Demand,WebApp,Miguel,USD
2026-02-07,1068,CloudFront,eu-central-1,Dev,59.22,Compute,On-Demand,Analytics,Miguel,USD
2026-02-07,1264,Amazon S3,eu-central-1,QA,85.17,Storage,Reserved,WebApp,Miguel,USD
2026-02-07,1877,AWS Lambda,us-east-1,QA,73.66,Network,On-Demand,FinOps,Miguel,USD
2026-02-07,1282,Amazon S3,eu-central-1,Production,64.03,Storage,On-Demand,WebApp,DataTeam,USD
2026-02-07,1598,Amazon S3,us-west-2,QA,31.08,Compute,On-Demand,Analytics,DataTeam,USD
2026-02-07,1112,CloudFront,us-east-1,Production,69.18,Storage,On-Demand,WebApp,DataTeam,USD
2026-02-07,1797,AWS Lambda,us-west-2,QA,48.77,Network,Spot,Analytics,DataTeam,USD
2026-02-07,1192,Amazon S3,us-west-2,Dev,86.47,Network,On-Demand,FinOps,DataTeam,USD
2026-02-07,1762,Amazon EC2,eu-central-1,QA,27.3,Network,Reserved,WebApp,DataTeam,USD
2026-02-07,1693,Amazon EC2,us-east-1,Dev,27.19,Network,Spot,WebApp,DataTeam,USD
2026-02-07,1950,Amazon EC2,eu-central-1,QA,40.8,Storage,Spot,Analytics,Miguel,USD
2026-02-07,1424,AWS Lambda,us-west-2,QA,84.8,Storage,Reserved,WebApp,DataTeam,USD
2026-02-08,1293,Amazon EC2,us-west-2,Production,20.61,Storage,Reserved,WebApp,DevOps,USD
2026-02-08,1568,AWS Lambda,us-west-2,Production,77.28,Compute,On-Demand,FinOps,DataTeam,USD
2026-02-08,1320,CloudFront,eu-central-1,Dev,28.46,Compute,Spot,FinOps,DataTeam,USD
2026-02-08,1847,Amazon S3,us-east-1,QA,52.73,Compute,On-Demand,WebApp,DevOps,USD
2026-02-08,1692,Amazon RDS,eu-central-1,Production,88.45,Compute,Reserved,Analytics,DevOps,USD
2026-02-08,1001,AWS Lambda,us-west-2,QA,34.48,Compute,Reserved,Analytics,Miguel,USD
2026-02-08,1128,Amazon RDS,us-west-2,Production,56.97,Storage,Spot,Analytics,DataTeam,USD
2026-02-08,1096,CloudFront,eu-central-1,Production,31.03,Network,Spot,WebApp,DataTeam,USD
2026-02-08,1974,Amazon EC2,us-east-1,Production,42.26,Compute,On-Demand,FinOps,DataTeam,USD
2026-02-08,1608,Amazon S3,eu-central-1,QA,41.25,Storage,On-Demand,Analytics,DevOps,USD
2026-02-08,1854,AWS Lambda,us-east-1,QA,47.78,Compute,Spot,WebApp,DevOps,USD
2026-02-08,1031,Amazon S3,eu-central-1,QA,92.79,Compute,On-Demand,FinOps,DataTeam,USD
2026-02-08,1735,Amazon RDS,us-west-2,Production,63.82,Storage,Reserved,Analytics,Miguel,USD
2026-02-08,1208,Amazon RDS,us-east-1,QA,96.94,Network,Reserved,WebApp,Miguel,USD
2026-02-08,1283,AWS Lambda,us-east-1,QA,49.77,Storage,Reserved,WebApp,DataTeam,USD
2026-02-08,1270,CloudFront,us-east-1,Production,44.17,Network,Reserved,FinOps,DevOps,USD
2026-02-08,1536,Amazon S3,us-east-1,Production,13.27,Compute,On-Demand,Analytics,Miguel,USD
2026-02-08,1727,Amazon EC2,us-east-1,Dev,5.57,Compute,Reserved,FinOps,Miguel,USD
2026-02-08,1116,Amazon EC2,us-west-2,QA,24.55,Network,On-Demand,FinOps,DataTeam,USD
2026-02-08,1151,CloudFront,us-west-2,Dev,88.28,Storage,On-Demand,FinOps,DataTeam,USD
2026-02-09,1072,Amazon EC2,us-west-2,Dev,15.92,Storage,Spot,WebApp,DevOps,USD
2026-02-09,1264,Amazon RDS,us-east-1,Production,52.42,Compute,Spot,WebApp,DataTeam,USD
2026-02-09,1537,Amazon RDS,us-east-1,QA,37.5,Compute,Reserved,FinOps,DevOps,USD
2026-02-09,1992,Amazon S3,us-west-2,Production,59.05,Compute,On-Demand,WebApp,DevOps,USD
2026-02-09,1048,AWS Lambda,eu-central-1,QA,39.51,Compute,Reserved,WebApp,DataTeam,USD
2026-02-09,1911,Amazon RDS,us-east-1,QA,42.53,Compute,On-Demand,Analytics,DataTeam,USD
